r [m],m,root_index,omega_real [rad/s],omega_imag [rad/s],omega_hat_real,omega_hat_imag,is_real
500000.0,9,1,-8.925937524544913e-05,0.0,-0.8925937524544912,0.0,1
500000.0,9,2,-1.0742551568433262e-05,0.0,-0.10742551568433262,0.0,1
500000.0,9,3,5.155553217818201e-07,-3.0582431223562466e-05,0.005155553217818201,-0.3058243122356247,0
500000.0,9,4,5.155553217818201e-07,3.0582431223562466e-05,0.005155553217818201,0.3058243122356247,0
500000.0,9,5,1.0250800542662883e-05,0.0,0.10250800542662883,0.0,1
500000.0,9,6,8.975129274049856e-05,0.0,0.8975129274049857,0.0,1
500000.0,9,7,0.0014775217358188937,0.0,14.775217358188938,0.0,1
500000.0,10,0,-0.0015903653950577596,0.0,-15.903653950577596,0.0,1
500000.0,10,1,-8.926915468620378e-05,0.0,-0.8926915468620378,0.0,1
500000.0,10,2,-1.0732623228407104e-05,0.0,-0.10732623228407104,0.0,1
500000.0,10,3,4.950041628926091e-07,-3.059178924370427e-05,0.004950041628926091,-0.3059178924370427,0
500000.0,10,4,4.950041628926091e-07,3.059178924370427e-05,0.004950041628926091,0.3059178924370427,0
500000.0,10,5,1.0260651919892935e-05,0.0,0.10260651919892935,0.0,1
500000.0,10,6,8.974127313492321e-05,0.0,0.8974127313492322,0.0,1
500000.0,10,7,0.0015893752395917692,0.0,15.893752395917693,0.0,1
500000.0,11,0,-0.0017054355480133276,0.0,-17.054355480133275,0.0,1
500000.0,11,1,-8.92794083822189e-05,0.0,-0.8927940838221889,0.0,1
500000.0,11,2,-1.0722219648200427e-05,0.0,-0.10722219648200428,0.0,1
500000.0,11,3,4.734098393217937e-07,-3.059953101590885e-05,0.004734098393217937,-0.30599531015908854,0
500000.0,11,4,4.734098393217937e-07,3.059953101590885e-05,0.004734098393217937,0.30599531015908854,0
500000.0,11,5,1.0270977882629123e-05,0.0,0.10270977882629123,0.0,1
500000.0,11,6,8.973077871080448e-05,0.0,0.8973077871080448,0.0,1
500000.0,11,7,0.00170448859977167,0.0,17.044885997716698,0.0,1
500000.0,12,0,-0.0018231473220792767,0.0,-18.23147322079277,0.0,1
500000.0,12,1,-8.92896402303118e-05,0.0,-0.8928964023031181,0.0,1
500000.0,12,2,-1.0711844626259995e-05,0.0,-0.10711844626259995,0.0,1
500000.0,12,3,4.5183439683694076e-07,-3.060596070664426e-05,0.004518343968369407,-0.3060596070664426,0
500000.0,12,4,4.5183439683694076e-07,3.060596070664426e-05,0.004518343968369407,0.3060596070664426,0
500000.0,12,5,1.0281278737270765e-05,0.0,0.10281278737270765,0.0,1
500000.0,12,6,8.972031778643928e-05,0.0,0.8972031778643929,0.0,1
500000.0,12,7,0.0018222435416184646,0.0,18.222435416184645,0.0,1
500000.0,13,0,-0.0019430211000189368,0.0,-19.430211000189367,0.0,1
500000.0,13,1,-8.929956449023946e-05,0.0,-0.8929956449023947,0.0,1
500000.0,13,2,-1.0701787621651489e-05,0.0,-0.10701787621651489,0.0,1
