omega_rad_s,hat_omega,sigma_rel
-0.0007131298783251153,-2.1609996312882283,0.004590876316446679
-0.0007089844353088547,-2.148437682754105,0.004493454111387471
-0.0007048389922925942,-2.1358757342199826,0.0043954453899124795
-0.0007006935492763336,-2.1233137856858595,0.00429683900382882
-0.0006965481062600731,-2.1107518371517364,0.0041976236295883625
-0.0006924026632438125,-2.0981898886176134,0.004097787772461062
-0.000688257220227552,-2.0856279400834907,0.0039973197716964524
-0.0006841117772112914,-2.0730659915493677,0.0038962078068161127
-0.0006799663341950309,-2.060504043015245,0.003794439905202139
-0.0006758208911787703,-2.047942094481122,0.003692003951174837
-0.0006716754481625098,-2.0353801459469993,0.0035888876967827116
-0.0006675300051462493,-2.0228181974128767,0.0034850787745660757
-0.0006633845621299885,-2.010256248878753,0.0033805647125993406
-0.000659239119113728,-1.9976943003446304,0.0032753329521682454
-0.0006550936760974675,-1.9851323518105077,0.0031693708685008115
-0.000650948233081207,-1.972570403276385,0.003062665795046044
-0.0006468027900649463,-1.9600084547422616,0.002955205051882722
-0.0006426573470486858,-1.947446506208139,0.0028469759789517906
-0.0006385119040324253,-1.9348845576740161,0.002737965974937348
-0.0006343664610161648,-1.9223226091398935,0.0026281625427852754
-0.0006302210179999041,-1.90976066060577,0.002517553343050017
-0.0006260755749836436,-1.8971987120716474,0.0024061262565074275
-0.0006219301319673831,-1.8846367635375245,0.0022938694577843803
-0.0006177846889511226,-1.872074815003402,0.0021807715021406483
-0.0006136392459348619,-1.8595128664692786,0.002066821428029831
-0.0006094938029186014,-1.8469509179351558,0.0019520088786831357
-0.0006053483599023409,-1.8343889694010331,0.0018363242467482727
-0.0006012029168860804,-1.8218270208669103,0.0017197588470281556
-0.0005970574738698197,-1.809265072332787,0.0016023051236694445
-0.0005929120308535592,-1.7967031237986641,0.0014839568998529981
-0.0005887665878372987,-1.7841411752645415,0.0013647096802711547
-0.0005846211448210382,-1.771579226730419,0.0012445610196298942
-0.0005804757018047777,-1.759017278196296,0.0011235109743621876
-0.000576330258788517,-1.7464553296621728,0.0010015626600582055
-0.0005721848157722565,-1.73389338112805,0.0008787229443686009
-0.000568039372755996,-1.7213314325939273,0.0007550033151216822
-0.0005638939297397355,-1.7087694840598044,0.000630420977309309
-0.0005597484867234748,-1.6962075355256812,0.0005050002522269596
-0.0005556030437072143,-1.6836455869915585,0.00037877438011957407
-0.0005514576006909538,-1.6710836384574357,0.0002517878683768783
-0.0005473121576746933,-1.658521689923313,0.00012409958725222392
-0.0005431667146584326,-1.6459597413891895,5.549676780009757e-07
-0.0005390212716421721,-1.633397792855067,0.00012943241881037485
-0.0005348758286259116,-1.620835844320944,0.00025871435946941393
-0.0005307303856096511,-1.6082738957868215,0.0003882267889597243
-0.0005265849425933904,-1.5957119472526982,0.0005177374867574007
-0.0005224394995771299,-1.5831499987185753,0.0006469330308880513
-0.0005182940565608694,-1.5705880501844527,0.0007753843741188532
-0.0005141486135446089,-1.5580261016503298,0.0009024940481430309
-0.0005100031705283481,-1.5454641531162066,0.0010274135487622711
-0.0005058577275120876,-1.5329022045820837,0.0011489126076317305
-0.0005017122844958271,-1.520340256047961,0.0012651742364460288
-0.0004975668414795666,-1.5077783075138382,0.0013734866186522552
-0.0004934213984633059,-1.495216358979715,0.0014698187900473473
-0.0004892759554470454,-1.4826544104455923,0.0015483682579971862
-0.00048513051243078494,-1.4700924619114695,0.0016015648866202813
-0.00048098506941452444,-1.4575305133773468,0.0016216545630170609
-0.0004768396263982637,-1.4449685648432233,0.0016043424841537183
